customercode,routecode,routename,supervisorname,customername,regionmstname,Sales Apr2026,Sales Mar2026,Sales Feb2026,Sales Jan2026,Sales Dec,Sales Nov,Sales Oct,Sales Sep,Sales Aug,Sales Jul,Sales Jun,Sales May,Sales Apr,Sales Mar,Sales Feb,Sales jan,Last Transaction MonthYear,Months Bucket,Customer Status,Remarks,Updated By,Updated Date
5203774,52007,AUH BQ 1,Aaqib Zaheer,MANGROVE MINI MARKET,ABUDHABI,0,1.72,0.0,157.2,235.57,286.0,137.60000000000002,185.2,238.0,0.4,179,256,236,167.2,226.5,260,Mar 2026,1 Month,,,,
5203811,52001,AUH BQ 6,Aaqib Zaheer,ROYAL GULF HYPER MARKET,ABUDHABI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0,0,0,0.0,0.0,0,Sep 2025,7–12 Months,,,,
5203830,52001,AUH BQ 6,Aaqib Zaheer,MARTA BEACH FOOD STUFF,ABUDHABI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.6,40.0,0,40,40,0.0,197.2,60,Aug 2025,7–12 Months,,,,
5203838,52021,ALN BQ 4,NASEEM,MODERN GROC,ALAIN,0,0.0,0.0,0.0,159.2,250.00000000000003,269.2,301.6,412.4,272.8,193,364,449,163.2,232.8,231,Dec 2025,4–6 Months,,,,
5203868,52002,ALN BQ 1,NASEEM,MANZIL DOWNTOWN RESTAURANT AND LOUNGE,ALAIN,0,379.5,595.2,138.0,138.0,138.0,138.0,138.0,0.0,0.0,0,0,0,0.0,0.0,0,Mar 2026,1 Month,,,,
5204315,52002,ALN BQ 1,NASEEM,AL HASAAD AL TAIEB GROCERY,ALAIN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154,14.37,44.88,106,Apr 2025,7–12 Months,,,,
5204410,52011,AUH BQ 3,Aaqib Zaheer,Yellow Duck Hyper Market LLC,ABUDHABI,0,0.0,0.0,0.0,0.0,72.0,341.0,0.0,0.0,869.1999999999999,437,461,341,0.0,0.0,379,Nov 2025,4–6 Months,,,,
5204430,52010,AUH BQ 8,Aaqib Zaheer,AREEJ AL SHAM FOODSTUFF TRADING - LLC - OPC,ABUDHABI,0,0.0,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,Feb 2026,1–3 Months,,,,
5205058,52017,AUH BQ 4,Aaqib Zaheer,Tamani to Tamani Food Stuff,ABUDHABI,0,0.0,0.0,0.4,269.6,0.0,559.6,61.4,0.0,0.0,0,0,0,0.0,0.0,0,Jan 2026,1–3 Months,,,,
5205077,52011,AUH BQ 3,Aaqib Zaheer,Express Al Madina Hyper Market LLC,ABUDHABI,0,0.0,0.0,557.5,0.0,0.0,0.0,280.8,0.0,251.2,401,438,477,562.0,177.60000000000002,373,Jan 2026,1–3 Months,,,,
5205117,52010,AUH BQ 8,Aaqib Zaheer,AL NAFEES FOOD TRADING LLC,ABUDHABI,0,432.0,5217.0,639.0,108.0,2466.75,394.2,765.7,941.4,351.35,1241,2015,999,6869.6,2718.0,800,Mar 2026,1 Month,,,,
5205447,52012,AUH BQ 2,Aaqib Zaheer,SHABWA BAQALA,ABUDHABI,0,198.8,0.0,461.6,184.8,128.0,198.0,159.38,222.8,240.00000000000003,626,299,96,305.4,296.0,368,Mar 2026,1 Month,,,,
5206228,52017,AUH BQ 4,Aaqib Zaheer,AL SHAM FLOWER BAQALA,ABUDHABI,0,0.0,0.0,0.4,0.0,0.0,0.0,919.0,1568.2399999999998,1302.98,521,1084,0,0.0,0.0,53,Jan 2026,1–3 Months,,,,
5206272,52010,AUH BQ 8,Aaqib Zaheer,ROYAL CITY MARKET-L.L.C-O.P.C-BRANCH,ABUDHABI,0,0.0,0.0,319.20000000000005,796.62,79.2,202.4,0.0,0.0,153.6,155,222,232,0.0,34.4,36,Jan 2026,1–3 Months,,,,
5206644,52012,AUH BQ 2,Aaqib Zaheer,ASSH AL ASFOOR,ABUDHABI,0,0.0,6.9,421.3200000000001,406.4,0.0,0.0,0.0,0.4,0.0,0,34,0,0.0,0.0,52,Feb 2026,1–3 Months,,,,
5206776,52020,ALN BQ 2,NASEEM,WARAQ AL ZYTOON SUPERMARKET-SOLE PROPRIETORSHIP L.,ALAIN,0,436.18,1362.12,0.0,416.94,197.6,240.51999999999995,156.66,271.2,487.4,0,298,206,1222.88,175.68,482,Mar 2026,1 Month,,,,
5207328,52010,AUH BQ 8,Aaqib Zaheer,Aspire Food Stuff TradingÂ  LLC,ABUDHABI,0,670.2,1110.0,714.0,339.8,144.8,481.9,0.0,0.0,848.2,0,228,521,1300.8,686.6,414,Mar 2026,1 Month,,,,
5207329,52010,AUH BQ 8,Aaqib Zaheer,Good Choice Food Stuff Trading,ABUDHABI,0,0.0,20780.8,0.0,0.0,0.0,0.0,0.0,113.6,0.0,0,0,0,0.0,2070.0,0,Feb 2026,1–3 Months,,,,
5207361,52020,ALN BQ 2,NASEEM,K C C BAQALA,ALAIN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,20,0.0,92.12,22,May 2025,7–12 Months,,,,
5207542,52008,ALN KA 1,NASEEM,Royal Horizon Fazaa Stores LLC One Person-Branch,ALAIN,0,0.0,16896.0,67804.5,91.78,293.95,0.0,0.0,0.0,0.0,0,0,0,0.0,59835.0,0,Feb 2026,1–3 Months,,,,
5207565,52020,ALN BQ 2,NASEEM,AL KHALEEJ HOSPITALITY,ALAIN,0,0.0,0.0,0.0,961.5,0.0,0.0,0.0,0.0,0.0,690,207,0,480.75,0.0,548,Dec 2025,4–6 Months,,,,
5207927,52010,AUH BQ 8,Aaqib Zaheer,Paris Cafe,ABUDHABI,0,0.0,0.0,0.0,0.0,222.3,0.0,569.25,396.75,653.0,843,949,678,8594.4,893.86,1196,Nov 2025,4–6 Months,,,,
5207930,52011,AUH BQ 3,Aaqib Zaheer,BANIYAS SPIKE SUPERMARKET - SOLE PROPRIETORSHIP L.,ABUDHABI,0,586.4,484.8,0.0,802.4000000000001,1359.2,590.4,621.6,510.4,513.6,411,197,293,502.4,137.6,377,Mar 2026,1 Month,,,,
